fov,gene,count
X14_Y2,Itm2a,1
X14_Y2,Luzp2,3
X14_Y2,Lypd1,6
X14_Y2,Nell1,1
X14_Y2,Nxph1,1
X14_Y2,Pdlim1,1
X14_Y2,Penk,1
X14_Y2,Pld5,1
X14_Y2,Pou3f1,4
X14_Y2,Prss23,2
X14_Y2,Reln,1
X14_Y2,Rorb,12
X14_Y2,Rprml,4
X14_Y2,Spon1,7
X14_Y2,Sstr1,9
X14_Y2,Tmem163,2
X14_Y2,Zdhhc12,1
X14_Y2,invalid,426
X14_Y3,Adra1b,122
X14_Y3,Atp1a2,13
X14_Y3,Atp2b4,20
X14_Y3,Bcl11b,46
X14_Y3,Car2,3
X14_Y3,Car4,6
X14_Y3,Cdh20,2
X14_Y3,Cdh9,6
X14_Y3,Chn2,1
X14_Y3,Col12a1,5
X14_Y3,Cryab,8
X14_Y3,Crym,2
X14_Y3,Cux2,16
X14_Y3,Dlx6os1,1
X14_Y3,Flt1,11
X14_Y3,Foxp2,11
X14_Y3,Gapdh,335
X14_Y3,Grin3a,5
X14_Y3,Igfbp7,1
X14_Y3,Itm2a,1
X14_Y3,Lgals1,2
X14_Y3,Luzp2,13
X14_Y3,Lypd1,8
X14_Y3,Nek7,3
X14_Y3,Nell1,2
X14_Y3,Npy,23
X14_Y3,Nr4a2,2
X14_Y3,Nxph1,8
X14_Y3,Pdlim1,2
X14_Y3,Penk,6
X14_Y3,Pld5,4
X14_Y3,Plpp4,1
X14_Y3,Pou3f1,9
X14_Y3,Prss23,5
X14_Y3,Reln,9
X14_Y3,Rorb,7
X14_Y3,Rprml,6
X14_Y3,Spon1,10
X14_Y3,Sstr1,14
X14_Y3,Tmem163,3
X14_Y3,Vwc2,1
X14_Y3,Zdhhc12,1
X14_Y3,Zfp804b,1
X14_Y3,Zfpm2,3
X14_Y3,invalid,317
X14_Y4,Adra1b,75
X14_Y4,Atp1a2,10
X14_Y4,Atp2b4,33
X14_Y4,Bcl11b,31
X14_Y4,Car2,2
X14_Y4,Car4,1
X14_Y4,Cdh20,2
X14_Y4,Cdh9,1
X14_Y4,Chn2,4
X14_Y4,Coch,1
X14_Y4,Col12a1,17
X14_Y4,Cryab,12
X14_Y4,Crym,5
X14_Y4,Cux2,11
X14_Y4,Dlx6os1,5
X14_Y4,Flt1,14
X14_Y4,Foxp2,10
X14_Y4,Gapdh,208
X14_Y4,Grin3a,6
X14_Y4,Inpp4b,1
X14_Y4,Itm2a,4
X14_Y4,Lgals1,2
X14_Y4,Luzp2,5
X14_Y4,Lypd1,1
X14_Y4,Nek7,2
X14_Y4,Nell1,1
X14_Y4,Npy,19
X14_Y4,Nxph1,1
X14_Y4,Penk,2
X14_Y4,Pld5,1
X14_Y4,Pou3f1,1
X14_Y4,Prss23,7
X14_Y4,Reln,6
X14_Y4,Rorb,4
X14_Y4,Rprml,12
X14_Y4,Spon1,18
X14_Y4,Sstr1,15
X14_Y4,Tgtp1,1
X14_Y4,Thsd7a,1
X14_Y4,Tmem163,1
X14_Y4,Vwc2,1
X14_Y4,Zdhhc12,4
X14_Y4,Zfpm2,3
X14_Y4,invalid,554
X14_Y5,Adra1b,83
X14_Y5,Atp1a2,11
X14_Y5,Atp2b4,58
X14_Y5,Bcl11b,41
X14_Y5,Car2,10
X14_Y5,Car4,1
X14_Y5,Cdh20,1
X14_Y5,Cdh9,7
X14_Y5,Chn2,2
X14_Y5,Col12a1,13
X14_Y5,Crh,1
X14_Y5,Cryab,24
X14_Y5,Crym,2
X14_Y5,Cux2,8
X14_Y5,Dlx6os1,4
X14_Y5,Flt1,8
X14_Y5,Foxp2,17
X14_Y5,Gapdh,245
X14_Y5,Grin3a,2
X14_Y5,Igfbp7,2
X14_Y5,Inpp4b,8
X14_Y5,Itm2a,5
X14_Y5,Lgals1,1
X14_Y5,Luzp2,5
X14_Y5,Lypd1,3
X14_Y5,Npy,3
X14_Y5,Nr4a2,2
X14_Y5,Pdlim1,1
X14_Y5,Penk,7
X14_Y5,Pld5,1
X14_Y5,Pou3f1,1
X14_Y5,Prss23,5
X14_Y5,Reln,5
X14_Y5,Rorb,4
X14_Y5,Rprml,10
X14_Y5,Spon1,24
X14_Y5,Sstr1,9
X14_Y5,Tmem163,2
X14_Y5,Zdhhc12,2
X14_Y5,Zfpm2,10
X14_Y5,invalid,388
X14_Y6,Adra1b,40
X14_Y6,Atp1a2,3
X14_Y6,Atp2b4,23
X14_Y6,Bcl11b,24
X14_Y6,Car2,6
X14_Y6,Car4,1
X14_Y6,Cdh20,2
X14_Y6,Cdh9,6
X14_Y6,Chn2,6
X14_Y6,Col12a1,5
X14_Y6,Cryab,22
X14_Y6,Crym,3
X14_Y6,Cux2,12
X14_Y6,Dlx6os1,1
X14_Y6,Flt1,8
X14_Y6,Foxp2,3
X14_Y6,Gapdh,138
X14_Y6,Grin3a,5
X14_Y6,Igf1,2
X14_Y6,Igfbp7,1
X14_Y6,Luzp2,2
X14_Y6,Lypd1,2
X14_Y6,Nek7,1
X14_Y6,Npy,7
X14_Y6,Nr4a2,4
X14_Y6,Nxph1,2
X14_Y6,Pdlim1,2
X14_Y6,Penk,1
X14_Y6,Prss23,2
X14_Y6,Reln,3
X14_Y6,Rorb,7
X14_Y6,Rprml,1
X14_Y6,Spon1,8
X14_Y6,Sstr1,13
X14_Y6,Tgtp1,1
X14_Y6,Zfpm2,7
X14_Y6,invalid,502
X14_Y7,Adra1b,75
X14_Y7,Atp1a2,18
X14_Y7,Atp2b4,35
X14_Y7,Bcl11b,25
X14_Y7,Car2,3
X14_Y7,Car4,7
X14_Y7,Cdh20,7
X14_Y7,Cdh9,3
X14_Y7,Chn2,5
X14_Y7,Coch,2
X14_Y7,Col12a1,6
X14_Y7,Cryab,16
X14_Y7,Crym,2
X14_Y7,Cux2,21
X14_Y7,Dlx6os1,1
X14_Y7,Flt1,9
X14_Y7,Foxp2,5
X14_Y7,Gapdh,279
X14_Y7,Grin3a,11
X14_Y7,Inpp4b,3
X14_Y7,Itm2a,2
X14_Y7,Lgals1,1
X14_Y7,Luzp2,9
X14_Y7,Lypd1,3
X14_Y7,Nek7,1
X14_Y7,Nell1,1
X14_Y7,Npy,2
X14_Y7,Nr4a2,2
X14_Y7,Nxph1,4
X14_Y7,Pdlim1,2
X14_Y7,Penk,3
X14_Y7,Pld5,3
X14_Y7,Plpp4,1
X14_Y7,Pou3f1,8
X14_Y7,Prss23,2
X14_Y7,Reln,6
X14_Y7,Rorb,22
X14_Y7,Rprml,8
X14_Y7,Spon1,17
X14_Y7,Sstr1,10
X14_Y7,Tgtp1,2
X14_Y7,Thsd7a,2
X14_Y7,Tmem163,7
X14_Y7,Zdhhc12,1
X14_Y7,Zfpm2,1
X14_Y7,invalid,349
X14_Y8,Adra1b,36
X14_Y8,Atp1a2,13
X14_Y8,Atp2b4,62
X14_Y8,Bcl11b,24
X14_Y8,Car2,2
X14_Y8,Car4,7
X14_Y8,Cdh20,5
X14_Y8,Cdh9,4
X14_Y8,Chn2,6
X14_Y8,Coch,3
X14_Y8,Col12a1,9
X14_Y8,Crh,1
X14_Y8,Cryab,9
X14_Y8,Crym,2
X14_Y8,Cux2,91
X14_Y8,Dlx6os1,3
X14_Y8,Flt1,10
X14_Y8,Foxp2,3
X14_Y8,Gapdh,238
X14_Y8,Grin3a,19
X14_Y8,Inpp4b,2
X14_Y8,Itm2a,1
X14_Y8,Lgals1,2
X14_Y8,Luzp2,4
X14_Y8,Nek7,1
X14_Y8,Nell1,1
X14_Y8,Npy,3
X14_Y8,Nr4a2,2
X14_Y8,Nxph1,2
X14_Y8,Penk,2
X14_Y8,Pld5,1
X14_Y8,Pou3f1,7
X14_Y8,Prss23,1
X14_Y8,Reln,8
X14_Y8,Rorb,20
X14_Y8,Rprml,5
X14_Y8,Spon1,6
X14_Y8,Sstr1,19
X14_Y8,Thsd7a,5
X14_Y8,Tmem163,2
X14_Y8,Vwc2,2
X14_Y8,Zdhhc12,3
X14_Y8,Zfp804b,2
X14_Y8,Zfpm2,1
X14_Y8,invalid,557
X14_Y9,Adra1b,56
X14_Y9,Atp1a2,21
X14_Y9,Atp2b4,27
X14_Y9,Bcl11b,52
X14_Y9,Car2,5
X14_Y9,Car4,2
X14_Y9,Cdh20,8
X14_Y9,Cdh9,3
X14_Y9,Chn2,3
X14_Y9,Col12a1,4
X14_Y9,Cryab,8
X14_Y9,Crym,1
X14_Y9,Cux2,22
X14_Y9,Dlx6os1,2
X14_Y9,Flt1,19
X14_Y9,Foxp2,5
X14_Y9,Gapdh,270
X14_Y9,Grin3a,7
X14_Y9,Inpp4b,1
X14_Y9,Lgals1,1
X14_Y9,Luzp2,13
X14_Y9,Lypd1,5
X14_Y9,Nek7,3
X14_Y9,Nell1,1
X14_Y9,Npy,2
X14_Y9,Nr4a2,3
X14_Y9,Nxph1,3
X14_Y9,Pdlim1,3
X14_Y9,Penk,1
X14_Y9,Pld5,1
X14_Y9,Plpp4,1
X14_Y9,Pou3f1,21
X14_Y9,Reln,9
X14_Y9,Rorb,9
X14_Y9,Rprml,9
X14_Y9,Spon1,10
X14_Y9,Sstr1,5
X14_Y9,Thsd7a,1
X14_Y9,Tmem163,6
X14_Y9,Vwc2,1
X14_Y9,Zfp804b,2
X14_Y9,Zfpm2,1
X14_Y9,invalid,268
X15_Y0,Adra1b,11
X15_Y0,Atp1a2,21
X15_Y0,Atp2b4,2
X15_Y0,Bcl11b,1
X15_Y0,Chn2,2
X15_Y0,Col12a1,8
X15_Y0,Cryab,4
X15_Y0,Cux2,12
X15_Y0,Dlx6os1,2
X15_Y0,Flt1,6
X15_Y0,Foxp2,2
X15_Y0,Gapdh,24
X15_Y0,Grin3a,2
X15_Y0,Igfbp7,3
X15_Y0,Inpp4b,1
X15_Y0,Itm2a,1
X15_Y0,Lgals1,1
X15_Y0,Luzp2,1
X15_Y0,Lypd1,1
X15_Y0,Nek7,1
X15_Y0,Nell1,1
X15_Y0,Npy,3
X15_Y0,Pld5,1
X15_Y0,Plpp4,1
X15_Y0,Pou3f1,1
X15_Y0,Prss23,3
X15_Y0,Reln,4
X15_Y0,Rorb,4
X15_Y0,Rprml,2
X15_Y0,Sstr1,6
X15_Y0,invalid,104
X15_Y1,Adra1b,39
X15_Y1,Atp1a2,13
X15_Y1,Atp2b4,19
X15_Y1,Bcl11b,7
X15_Y1,Car2,1
X15_Y1,Car4,7
X15_Y1,Cdh9,3
X15_Y1,Chn2,1
X15_Y1,Coch,2
X15_Y1,Col12a1,18
X15_Y1,Crym,1
X15_Y1,Cux2,53
X15_Y1,Dlx6os1,5
X15_Y1,Flt1,14
X15_Y1,Foxp2,5
X15_Y1,Gapdh,222
X15_Y1,Grin3a,7
X15_Y1,Itm2a,1
X15_Y1,Luzp2,12
X15_Y1,Lypd1,2
X15_Y1,Nek7,1
X15_Y1,Npy,3
X15_Y1,Nr4a2,1
X15_Y1,Nxph1,3
X15_Y1,Penk,14
X15_Y1,Pld5,1
X15_Y1,Prss23,1
X15_Y1,Rorb,8
X15_Y1,Rprml,13
X15_Y1,Sstr1,35
X15_Y1,Thsd7a,4
X15_Y1,invalid,388
X15_Y10,Adra1b,14
X15_Y10,Atp1a2,7
X15_Y10,Atp2b4,24
X15_Y10,Bcl11b,10
X15_Y10,Car2,7
X15_Y10,Cdh20,2
X15_Y10,Coch,2
X15_Y10,Col12a1,7
X15_Y10,Cryab,6
X15_Y10,Crym,1
X15_Y10,Cux2,17
X15_Y10,Dlx6os1,1
X15_Y10,Flt1,8
X15_Y10,Gapdh,112
X15_Y10,Grin3a,7
X15_Y10,Igfbp7,1
X15_Y10,Inpp4b,5
X15_Y10,Itm2a,1
X15_Y10,Lgals1,1
X15_Y10,Luzp2,1
X15_Y10,Lypd1,1
X15_Y10,Nek7,2
X15_Y10,Npy,3
X15_Y10,Nr4a2,3
X15_Y10,Penk,2
X15_Y10,Reln,1
X15_Y10,Rorb,15
X15_Y10,Rprml,2
X15_Y10,Spon1,11
X15_Y10,Sstr1,5
X15_Y10,Thsd7a,1
X15_Y10,Tmem163,5
X15_Y10,Zdhhc12,1
X15_Y10,invalid,432
X15_Y11,Adra1b,57
X15_Y11,Atp1a2,21
X15_Y11,Atp2b4,32
X15_Y11,Bcl11b,53
X15_Y11,Car2,2
X15_Y11,Car4,3
X15_Y11,Cdh20,1
X15_Y11,Cdh9,1
X15_Y11,Chn2,7
X15_Y11,Col12a1,1
X15_Y11,Crh,1
X15_Y11,Cryab,16
X15_Y11,Crym,1
X15_Y11,Cux2,24
X15_Y11,Dlx6os1,51
X15_Y11,Flt1,22
X15_Y11,Foxp2,14
X15_Y11,Gapdh,366
X15_Y11,Grin3a,22
X15_Y11,Igf1,1
X15_Y11,Igfbp7,1
X15_Y11,Inpp4b,8
X15_Y11,Lgals1,2
X15_Y11,Luzp2,9
X15_Y11,Lypd1,4
X15_Y11,Nek7,2
X15_Y11,Nell1,3
X15_Y11,Npy,4
X15_Y11,Nr4a2,8
X15_Y11,Nxph1,4
X15_Y11,Penk,4
X15_Y11,Pld5,3
X15_Y11,Pou3f1,12
X15_Y11,Prss23,7
X15_Y11,Reln,2
X15_Y11,Rorb,15
X15_Y11,Rprml,10
X15_Y11,Spon1,6
X15_Y11,Sstr1,12
X15_Y11,Tmem163,4
X15_Y11,Vwc2,1
X15_Y11,Zdhhc12,4
X15_Y11,Zfpm2,5
X15_Y11,invalid,465
X15_Y12,Adra1b,6
X15_Y12,Atp1a2,10
X15_Y12,Atp2b4,54
X15_Y12,Bcl11b,40
X15_Y12,Car2,6
X15_Y12,Car4,6
X15_Y12,Cdh20,2
X15_Y12,Chn2,5
X15_Y12,Coch,1
X15_Y12,Cryab,10
X15_Y12,Crym,1
X15_Y12,Cux2,16
X15_Y12,Dlx6os1,3
X15_Y12,Flt1,5
X15_Y12,Foxp2,1
X15_Y12,Gapdh,170
X15_Y12,Grin3a,18
X15_Y12,Igfbp7,3
X15_Y12,Inpp4b,4
X15_Y12,Itm2a,4
X15_Y12,Lgals1,4
X15_Y12,Luzp2,2
X15_Y12,Lypd1,6
X15_Y12,Nek7,2
X15_Y12,Nell1,2
X15_Y12,Npy,6
X15_Y12,Nr4a2,1
X15_Y12,Nxph1,3
X15_Y12,Penk,1
X15_Y12,Pld5,4
X15_Y12,Pou3f1,1
X15_Y12,Prss23,6
X15_Y12,Reln,6
X15_Y12,Rorb,11
X15_Y12,Rprml,2
X15_Y12,Spon1,17
X15_Y12,Sstr1,15
X15_Y12,Thsd7a,1
X15_Y12,Tmem163,1
X15_Y12,Vwc2,1
X15_Y12,Zdhhc12,1
X15_Y12,Zfpm2,3
X15_Y12,invalid,563
X15_Y13,Adra1b,69
X15_Y13,Atp1a2,10
X15_Y13,Atp2b4,48
X15_Y13,Bcl11b,73
X15_Y13,Car2,6
X15_Y13,Car4,2
X15_Y13,Cdh20,3
X15_Y13,Cdh9,3
X15_Y13,Chn2,1
X15_Y13,Coch,2
X15_Y13,Col12a1,3
X15_Y13,Crh,2
X15_Y13,Cryab,13
X15_Y13,Crym,4
X15_Y13,Cux2,20
X15_Y13,Flt1,16
X15_Y13,Foxp2,2
X15_Y13,Gapdh,413
X15_Y13,Grin3a,23
X15_Y13,Igfbp7,1
X15_Y13,Inpp4b,2
X15_Y13,Itm2a,5
X15_Y13,Lgals1,5
X15_Y13,Luzp2,4
X15_Y13,Lypd1,1
X15_Y13,Nek7,3
X15_Y13,Nell1,4
X15_Y13,Npy,22
X15_Y13,Nr4a2,14
X15_Y13,Nxph1,3
X15_Y13,Pdlim1,1
X15_Y13,Penk,5
X15_Y13,Pld5,7
X15_Y13,Plpp4,1
X15_Y13,Pou3f1,1
X15_Y13,Prss23,8
X15_Y13,Reln,3
X15_Y13,Rorb,39
X15_Y13,Rprml,16
X15_Y13,Spon1,6
X15_Y13,Sstr1,17
X15_Y13,Tgtp1,1
X15_Y13,Thsd7a,3
X15_Y13,Tmem163,6
X15_Y13,Zfpm2,4
X15_Y13,invalid,465
X15_Y14,Adra1b,52
X15_Y14,Atp1a2,14
X15_Y14,Atp2b4,22
X15_Y14,Bcl11b,34
X15_Y14,Car2,3
X15_Y14,Car4,4
X15_Y14,Cdh20,4
X15_Y14,Cdh9,5
X15_Y14,Chn2,3
X15_Y14,Coch,1
X15_Y14,Col12a1,1
X15_Y14,Crh,1
X15_Y14,Cryab,10
X15_Y14,Crym,1
X15_Y14,Cux2,14
X15_Y14,Dlx6os1,2
X15_Y14,Flt1,9
X15_Y14,Foxp2,1
X15_Y14,Gapdh,240
X15_Y14,Grin3a,15
X15_Y14,Igfbp7,2
X15_Y14,Inpp4b,4
X15_Y14,Itm2a,1
X15_Y14,Lgals1,1
X15_Y14,Luzp2,11
X15_Y14,Nek7,3
X15_Y14,Nell1,2
X15_Y14,Npy,8
X15_Y14,Nr4a2,9
X15_Y14,Nxph1,1
X15_Y14,Penk,7
X15_Y14,Pld5,3
X15_Y14,Pou3f1,1
X15_Y14,Prss23,4
X15_Y14,Reln,2
X15_Y14,Rorb,14
X15_Y14,Rprml,11
X15_Y14,Spon1,9
X15_Y14,Sstr1,12
X15_Y14,Thsd7a,3
X15_Y14,Tmem163,2
X15_Y14,Zdhhc12,2
X15_Y14,Zfpm2,1
X15_Y14,invalid,802
X15_Y15,Adra1b,27
X15_Y15,Atp1a2,54
X15_Y15,Atp2b4,6
X15_Y15,Bcl11b,11
X15_Y15,Car2,4
X15_Y15,Car4,2
X15_Y15,Cdh20,4
X15_Y15,Cdh9,4
X15_Y15,Chn2,2
X15_Y15,Col12a1,7
X15_Y15,Cryab,12
X15_Y15,Cux2,3
X15_Y15,Dlx6os1,1
X15_Y15,Flt1,21
X15_Y15,Foxp2,9
X15_Y15,Gapdh,126
X15_Y15,Grin3a,7
X15_Y15,Igf1,1
X15_Y15,Inpp4b,2
X15_Y15,Itm2a,5
X15_Y15,Lgals1,6
X15_Y15,Luzp2,11
X15_Y15,Lypd1,2
X15_Y15,Nek7,3
X15_Y15,Nell1,1
X15_Y15,Nr4a2,1
X15_Y15,Nxph1,3
X15_Y15,Penk,6
X15_Y15,Pou3f1,3
X15_Y15,Prss23,4
X15_Y15,Reln,4
X15_Y15,Rorb,12
X15_Y15,Rprml,4
X15_Y15,Spon1,4
X15_Y15,Sstr1,14
X15_Y15,Tgtp1,3
X15_Y15,Thsd7a,2
X15_Y15,Vwc2,1
X15_Y15,Zfpm2,1
X15_Y15,invalid,402
X15_Y2,Adra1b,34
X15_Y2,Atp1a2,10
X15_Y2,Atp2b4,8
X15_Y2,Bcl11b,19
X15_Y2,Car2,4
X15_Y2,Car4,2
X15_Y2,Cdh20,3
X15_Y2,Chn2,3
X15_Y2,Coch,2
X15_Y2,Col12a1,6
X15_Y2,Crh,1
X15_Y2,Cryab,10
X15_Y2,Crym,5
X15_Y2,Cux2,22
X15_Y2,Dlx6os1,1
X15_Y2,Flt1,6
X15_Y2,Foxp2,5
X15_Y2,Gapdh,196
X15_Y2,Grin3a,3
X15_Y2,Inpp4b,4
X15_Y2,Itm2a,1
X15_Y2,Luzp2,5
X15_Y2,Lypd1,3
X15_Y2,Nek7,1
X15_Y2,Npy,2
X15_Y2,Nxph1,4
X15_Y2,Pdlim1,1
X15_Y2,Penk,2
X15_Y2,Plpp4,2
X15_Y2,Pou3f1,6
X15_Y2,Prss23,4
X15_Y2,Reln,9
X15_Y2,Rorb,10
X15_Y2,Rprml,7
X15_Y2,Spon1,3
X15_Y2,Sstr1,7
X15_Y2,Thsd7a,2
X15_Y2,Tmem163,3
X15_Y2,Zdhhc12,1
X15_Y2,invalid,514
X15_Y3,Adra1b,90
X15_Y3,Atp1a2,23
X15_Y3,Atp2b4,7
X15_Y3,Bcl11b,27
X15_Y3,Car2,2
X15_Y3,Car4,2
X15_Y3,Cdh20,3
X15_Y3,Cdh9,4
X15_Y3,Chn2,1
X15_Y3,Col12a1,11
X15_Y3,Crh,1
X15_Y3,Cryab,6
X15_Y3,Crym,1
X15_Y3,Cux2,4
X15_Y3,Dlx6os1,1
X15_Y3,Flt1,12
X15_Y3,Foxp2,2
X15_Y3,Gapdh,246
X15_Y3,Grin3a,5
X15_Y3,Igfbp7,1
X15_Y3,Itm2a,4
X15_Y3,Lgals1,2
X15_Y3,Luzp2,10
X15_Y3,Lypd1,9
X15_Y3,Nek7,1
X15_Y3,Nell1,1
X15_Y3,Npy,5
X15_Y3,Nr4a2,1
X15_Y3,Nxph1,3
X15_Y3,Pdlim1,2
X15_Y3,Penk,4
X15_Y3,Pld5,1
X15_Y3,Pou3f1,5
X15_Y3,Prss23,4
X15_Y3,Reln,2
X15_Y3,Rorb,5
X15_Y3,Rprml,8
X15_Y3,Spon1,8
X15_Y3,Sstr1,8
X15_Y3,Thsd7a,2
X15_Y3,Vwc2,1
X15_Y3,Zfp804b,1
X15_Y3,Zfpm2,1
X15_Y3,invalid,332
X15_Y4,Adra1b,26
X15_Y4,Atp1a2,7
X15_Y4,Atp2b4,21
X15_Y4,Bcl11b,29
X15_Y4,Car2,5
X15_Y4,Cdh9,3
X15_Y4,Chn2,1
X15_Y4,Col12a1,10
X15_Y4,Crh,2
X15_Y4,Cryab,11
X15_Y4,Crym,2
X15_Y4,Cux2,15
X15_Y4,Flt1,11
X15_Y4,Foxp2,3
X15_Y4,Gapdh,186
X15_Y4,Grin3a,2
X15_Y4,Igfbp7,2
X15_Y4,Inpp4b,1
X15_Y4,Itm2a,1
X15_Y4,Luzp2,3
X15_Y4,Lypd1,1
X15_Y4,Nek7,1
X15_Y4,Nell1,2
X15_Y4,Npy,6
X15_Y4,Nr4a2,2
X15_Y4,Nxph1,1
X15_Y4,Pdlim1,1
X15_Y4,Penk,2
X15_Y4,Pld5,1
X15_Y4,Pou3f1,6
X15_Y4,Reln,1
X15_Y4,Rorb,6
X15_Y4,Rprml,6
X15_Y4,Spon1,9
X15_Y4,Sstr1,7
X15_Y4,Vwc2,1
X15_Y4,Zdhhc12,1
X15_Y4,Zfpm2,7
X15_Y4,invalid,285
X15_Y5,Adra1b,10
X15_Y5,Atp1a2,13
X15_Y5,Atp2b4,33
X15_Y5,Bcl11b,37
X15_Y5,Car2,7
X15_Y5,Car4,3
X15_Y5,Cdh20,1
X15_Y5,Cdh9,7
X15_Y5,Chn2,3
X15_Y5,Coch,1
X15_Y5,Col12a1,7
X15_Y5,Cryab,29
X15_Y5,Crym,1
X15_Y5,Cux2,15
X15_Y5,Dlx6os1,3
X15_Y5,Flt1,10
X15_Y5,Foxp2,9
X15_Y5,Gapdh,221
X15_Y5,Grin3a,6
X15_Y5,Inpp4b,4
X15_Y5,Lgals1,2
X15_Y5,Luzp2,8
X15_Y5,Lypd1,1
X15_Y5,Nek7,1
X15_Y5,Npy,12
X15_Y5,Nxph1,1
X15_Y5,Pdlim1,1
X15_Y5,Penk,1
X15_Y5,Plpp4,1
X15_Y5,Pou3f1,1
X15_Y5,Prss23,1
X15_Y5,Reln,2
X15_Y5,Rorb,7
X15_Y5,Rprml,7
X15_Y5,Spon1,14
X15_Y5,Sstr1,9
X15_Y5,Tmem163,4
X15_Y5,Vwc2,2
X15_Y5,Zdhhc12,3
X15_Y5,Zfpm2,4
X15_Y5,invalid,234
X15_Y6,Adra1b,3
X15_Y6,Atp1a2,5
X15_Y6,Atp2b4,12
X15_Y6,Bcl11b,15
X15_Y6,Car2,7
X15_Y6,Cdh20,3
X15_Y6,Cdh9,1
X15_Y6,Coch,2
X15_Y6,Col12a1,4
X15_Y6,Cryab,6
X15_Y6,Crym,1
X15_Y6,Cux2,5
X15_Y6,Flt1,1
X15_Y6,Gapdh,102
X15_Y6,Grin3a,2
X15_Y6,Igfbp7,1
X15_Y6,Itm2a,2
X15_Y6,Lgals1,3
X15_Y6,Luzp2,1
X15_Y6,Lypd1,1
X15_Y6,Nek7,3
X15_Y6,Npy,6
X15_Y6,Nr4a2,2
X15_Y6,Penk,4
X15_Y6,Pld5,1
X15_Y6,Rorb,2
X15_Y6,Rprml,1
X15_Y6,Spon1,7
X15_Y6,Sstr1,5
X15_Y6,Thsd7a,1
X15_Y6,Vwc2,1
X15_Y6,Zdhhc12,1
X15_Y6,Zfpm2,1
X15_Y6,invalid,401
X15_Y7,Adra1b,58
X15_Y7,Atp1a2,20
X15_Y7,Atp2b4,7
X15_Y7,Bcl11b,22
X15_Y7,Car2,1
X15_Y7,Car4,6
X15_Y7,Cdh20,5
X15_Y7,Chn2,2
X15_Y7,Coch,2
X15_Y7,Col12a1,2
X15_Y7,Cryab,6
X15_Y7,Crym,2
X15_Y7,Cux2,47
X15_Y7,Dlx6os1,2
X15_Y7,Flt1,19
X15_Y7,Gapdh,263
X15_Y7,Grin3a,4
X15_Y7,Igfbp7,2
X15_Y7,Inpp4b,2
X15_Y7,Itm2a,1
X15_Y7,Lgals1,2
X15_Y7,Luzp2,10
X15_Y7,Lypd1,7
X15_Y7,Nek7,5
X15_Y7,Nell1,1
X15_Y7,Npy,10
X15_Y7,Nxph1,4
X15_Y7,Penk,2
X15_Y7,Pld5,5
X15_Y7,Pou3f1,8
X15_Y7,Prss23,4
X15_Y7,Reln,9
X15_Y7,Rorb,26
X15_Y7,Rprml,5
X15_Y7,Spon1,5
X15_Y7,Sstr1,18
X15_Y7,Tgtp1,1
X15_Y7,Thsd7a,4
X15_Y7,Tmem163,2
X15_Y7,Zfp804b,1
X15_Y7,invalid,352
X15_Y8,Adra1b,25
X15_Y8,Atp1a2,8
X15_Y8,Atp2b4,59
X15_Y8,Car2,4
X15_Y8,Car4,11
X15_Y8,Cdh20,4
X15_Y8,Cdh9,2
X15_Y8,Chn2,3
X15_Y8,Coch,2
X15_Y8,Col12a1,17
X15_Y8,Crh,1
X15_Y8,Cryab,5
X15_Y8,Crym,1
X15_Y8,Cux2,139
X15_Y8,Dlx6os1,4
X15_Y8,Flt1,17
X15_Y8,Gapdh,171
X15_Y8,Grin3a,3
X15_Y8,Igfbp7,1
X15_Y8,Inpp4b,4
X15_Y8,Itm2a,2
X15_Y8,Lgals1,1
X15_Y8,Luzp2,6
X15_Y8,Lypd1,1
X15_Y8,Nell1,1
X15_Y8,Npy,1
X15_Y8,Nr4a2,2
X15_Y8,Nxph1,1
X15_Y8,Pdlim1,1
X15_Y8,Penk,5
X15_Y8,Pld5,2
X15_Y8,Pou3f1,7
X15_Y8,Reln,2
X15_Y8,Rorb,7
X15_Y8,Rprml,3
X15_Y8,Spon1,5
X15_Y8,Sstr1,26
X15_Y8,Thsd7a,3
X15_Y8,Tmem163,3
X15_Y8,Zdhhc12,1
X15_Y8,Zfpm2,1
X15_Y8,invalid,580
X15_Y9,Adra1b,65
X15_Y9,Atp1a2,13
X15_Y9,Atp2b4,46
X15_Y9,Bcl11b,29
X15_Y9,Car2,1
X15_Y9,Car4,9
X15_Y9,Cdh20,4
X15_Y9,Cdh9,1
X15_Y9,Chn2,3
X15_Y9,Coch,1
X15_Y9,Col12a1,3
X15_Y9,Crh,1
X15_Y9,Cryab,9
X15_Y9,Cux2,94
X15_Y9,Dlx6os1,3
X15_Y9,Flt1,36
X15_Y9,Foxp2,5
X15_Y9,Gapdh,284
X15_Y9,Grin3a,6
X15_Y9,Igfbp7,1
X15_Y9,Inpp4b,3
X15_Y9,Itm2a,4
X15_Y9,Luzp2,9
X15_Y9,Lypd1,1
X15_Y9,Nek7,2
X15_Y9,Nell1,1
X15_Y9,Npy,2
X15_Y9,Nr4a2,3
X15_Y9,Nxph1,1
X15_Y9,Pdlim1,2
X15_Y9,Penk,10
X15_Y9,Pou3f1,3
X15_Y9,Prss23,5
X15_Y9,Reln,5
X15_Y9,Rorb,6
X15_Y9,Rprml,11
X15_Y9,Spon1,8
X15_Y9,Sstr1,61
X15_Y9,Tgtp1,1
X15_Y9,Thsd7a,4
